student_id,student_name,subject,topic,quiz_score,assignment_score,attempts,mastery_level,attendance,final_exam_score
646,Halima Abdullahi,Biology,Genetics,69.47,73.84,2,High,74.47,71.28
647,Yusuf Olatunji,Mathematics,Algebra,78.16,58.61,4,Medium,61.81,60.29
648,Maryam Olatunji,Chemistry,Physical,55.4,67.05,4,High,87.37,61.55
649,Chinedu Ibrahim,English,Vocabulary,64.49,68.87,4,Low,83.48,47.3
650,Ibrahim Mohammed,English,Vocabulary,57.72,71.17,1,High,87.0,58.76
651,Daniel Adebayo,Chemistry,Physical,42.48,77.3,3,High,68.65,52.78
652,Yusuf Ibrahim,Biology,Anatomy,57.51,65.23,4,Low,68.95,42.14
653,Yusuf Ibrahim,Physics,Thermodynamics,75.76,87.12,4,Low,81.52,61.4
654,Chukwuka Olatunji,Physics,Mechanics,62.58,67.9,4,High,80.99,68.63
655,Chukwuka Danladi,Mathematics,Calculus,56.19,69.23,3,Medium,79.57,66.34
656,Chibuzo Sadiq,Mathematics,Geometry,73.45,79.84,2,Medium,75.84,72.42
657,Nnamdi Yakubu,Chemistry,Inorganic,69.92,55.08,4,Medium,89.03,65.34
658,Tunde Sule,Biology,Genetics,59.68,60.81,4,Medium,77.97,61.16
659,Emeka Kabiru,Chemistry,Organic,67.37,72.67,2,Low,92.0,64.17
660,Ifeoma Kabiru,Biology,Genetics,67.29,82.12,1,Low,64.67,58.01
661,Chukwuka Sule,Mathematics,Geometry,86.71,64.73,1,Medium,66.52,58.65
662,Ifeanyi Danladi,Physics,Optics,51.92,56.23,3,High,71.29,48.61
663,Musa Ibrahim,Mathematics,Algebra,65.19,81.53,2,Medium,65.92,69.5
664,Peace Yakubu,Physics,Optics,71.13,83.46,3,Medium,68.42,70.41
665,Chibuzo Ahmed,Mathematics,Calculus,51.9,81.35,1,Medium,76.72,60.75
666,Blessing Abdul,Physics,Mechanics,50.89,54.57,2,Medium,80.97,47.04
667,Yusuf Musa,Biology,Anatomy,70.56,47.49,1,High,83.48,51.27
668,Amarachi Sule,Mathematics,Probability,71.63,77.38,2,Medium,68.03,65.82
669,Peace Okafor,Physics,Optics,68.13,59.92,3,Medium,64.91,47.84
670,Ifeoma Musa,Chemistry,Inorganic,69.2,44.53,4,High,75.95,58.19
671,David Ahmed,Physics,Optics,73.15,63.47,3,Medium,71.71,64.9
672,Chibuzo Ibrahim,Biology,Anatomy,69.02,72.74,1,Low,79.69,48.3
673,Ngozi Danladi,English,Vocabulary,74.08,77.19,3,Low,64.83,58.39
674,Sola Sadiq,Mathematics,Calculus,64.53,65.98,3,Medium,78.34,67.56
675,Nkiru Ahmed,Chemistry,Physical,77.98,48.32,3,Low,81.22,61.22
676,Musa Lawal,Mathematics,Probability,69.64,84.36,3,Medium,95.12,75.09
677,Nnamdi Okafor,Biology,Ecology,67.99,83.68,3,High,76.45,69.59
678,Abdul Ibrahim,Mathematics,Geometry,60.78,91.45,3,Medium,66.82,72.85
679,Zainab Sule,English,Vocabulary,71.0,47.01,4,High,78.68,50.7
680,Ngozi Danladi,English,Comprehension,72.51,81.28,2,High,69.08,68.12
681,Chukwuka Bashir,Physics,Optics,88.45,60.41,1,Medium,64.41,68.23
682,Nnamdi Ahmed,English,Grammar,88.55,68.06,3,Medium,85.11,75.96
683,Zainab Danladi,Physics,Thermodynamics,56.09,60.72,3,Medium,87.31,66.06
684,Chukwuka Olatunji,Chemistry,Inorganic,71.75,54.8,3,Medium,94.87,59.04
685,Sola Sadiq,Mathematics,Algebra,60.98,73.14,4,High,90.54,72.09
686,Musa Adebayo,Biology,Anatomy,69.98,74.95,3,Medium,75.44,67.09
687,Nkiru Mohammed,Physics,Mechanics,34.65,63.55,3,Medium,77.41,44.82
688,Daniel Yakubu,Physics,Optics,69.64,64.93,2,Medium,92.55,70.12
689,Esther Olatunji,Physics,Optics,59.41,65.74,1,Low,74.26,47.93
690,Yusuf Sule,Physics,Thermodynamics,67.34,56.63,2,Medium,63.69,57.86
691,Emeka Abdullahi,Physics,Thermodynamics,72.55,55.94,4,Medium,83.95,58.98
692,Abdul Adesina,Biology,Ecology,68.04,80.31,1,Low,74.66,59.48
693,Emeka Danladi,Mathematics,Calculus,58.8,65.05,2,Low,72.94,47.36
694,Chinedu Musa,Physics,Mechanics,62.88,44.77,3,Medium,70.09,50.88
695,Sola Ibrahim,English,Vocabulary,61.93,64.38,3,Low,74.38,55.95
696,Chibuzo Balogun,Chemistry,Inorganic,75.49,58.25,4,Medium,62.97,55.36
697,Peace Kabiru,Chemistry,Inorganic,59.15,62.72,2,Medium,67.3,48.18
698,Chukwuka Sadiq,Chemistry,Organic,59.53,70.72,2,High,80.95,59.43
699,Ifeanyi Ibrahim,Mathematics,Geometry,60.04,54.1,2,Medium,74.69,49.2
700,Ibrahim Sule,Mathematics,Geometry,71.88,41.21,1,Medium,71.4,52.64
701,Joseph Balogun,Biology,Anatomy,67.21,100.0,3,Medium,78.5,66.42
702,Peace Balogun,English,Grammar,63.85,41.36,1,Medium,74.19,45.03
703,Chinedu Balogun,Mathematics,Probability,75.98,59.76,4,Medium,73.83,59.62
704,Maryam Ahmed,Biology,Anatomy,85.87,63.18,2,Low,93.33,65.79
705,Ngozi Musa,Mathematics,Calculus,70.78,73.53,4,Medium,78.94,56.5
706,Ngozi Kabiru,Chemistry,Physical,61.65,80.68,2,Medium,74.51,54.85
707,Chukwuka Adebayo,English,Vocabulary,64.37,93.56,1,Low,87.47,61.69
708,Chiamaka Adebayo,Biology,Genetics,76.42,62.5,2,Medium,57.96,53.75
709,Chibuzo Kabiru,Physics,Optics,83.75,63.89,4,Low,72.57,59.68
710,Amina Bashir,Biology,Genetics,87.85,92.39,4,Medium,97.19,78.86
711,Chinedu Okafor,Mathematics,Algebra,68.55,45.25,4,Low,89.77,47.77
712,Tunde Kabiru,Mathematics,Algebra,67.6,51.54,3,Medium,69.11,51.42
713,David Onyekachi,Chemistry,Inorganic,57.71,59.91,1,Low,69.52,51.38
714,Blessing Balogun,Chemistry,Inorganic,51.74,71.31,3,Medium,87.18,56.93
715,Sola Adebayo,Mathematics,Algebra,56.38,64.54,2,Medium,86.8,58.27
716,Blessing Olatunji,Chemistry,Inorganic,58.63,75.26,3,High,63.98,65.67
717,Tunde Danladi,Chemistry,Organic,69.9,63.38,1,Medium,66.61,52.04
718,Amarachi Yakubu,Chemistry,Inorganic,71.42,86.43,4,Medium,68.63,70.94
719,Joseph Okoye,Mathematics,Geometry,39.96,59.23,1,High,74.69,45.91
720,Nkiru Okoye,Mathematics,Probability,53.76,57.98,4,High,77.92,58.27
721,Ngozi Yakubu,Physics,Thermodynamics,38.14,36.19,4,Medium,68.93,45.93
722,Peace Okafor,Physics,Optics,32.03,60.5,4,Low,69.74,51.16
723,Halima Yakubu,Mathematics,Algebra,60.38,73.74,3,Medium,76.41,50.54
724,Chinedu Sule,English,Vocabulary,74.22,71.23,2,High,80.08,86.28
725,Ngozi Olatunji,English,Vocabulary,39.99,93.87,1,Medium,72.13,58.91
726,Nnamdi Lawal,Biology,Ecology,64.45,61.64,4,Low,69.3,55.87
727,Chibuzo Bashir,English,Grammar,46.79,79.26,1,Medium,70.84,49.29
728,Blessing Kabiru,Biology,Ecology,59.6,86.86,2,Low,69.65,59.18
729,Esther Olatunji,Physics,Optics,56.23,79.37,3,Low,81.86,66.7
730,Zainab Bashir,Biology,Ecology,62.89,78.03,2,Low,75.98,63.15
731,David Abdul,Biology,Genetics,56.37,79.18,4,Medium,73.05,62.3
732,Sola Sadiq,Mathematics,Algebra,66.1,71.78,4,Medium,73.84,64.51
733,Maryam Bashir,Mathematics,Algebra,83.94,82.78,3,High,83.69,72.79
734,Maryam Sule,Biology,Ecology,54.33,82.33,3,High,83.76,73.43
735,Chibuzo Lawal,Biology,Ecology,57.75,64.56,4,Medium,58.61,54.52
736,Funke Yakubu,Mathematics,Algebra,76.96,61.0,2,Low,81.4,55.65
737,Funke Musa,Chemistry,Physical,68.89,50.78,3,Medium,75.85,41.82
738,Amina Okoye,Biology,Genetics,62.76,43.54,4,Low,87.06,54.84
739,Peace Sule,Physics,Mechanics,70.6,90.82,4,Low,65.51,72.99
740,Chibuzo Sule,Chemistry,Organic,76.19,64.45,4,Low,86.36,55.61
741,Joseph Sule,English,Grammar,55.11,58.87,4,Medium,69.71,50.37
742,Daniel Kabiru,Physics,Optics,79.68,64.12,1,Medium,78.53,58.57
743,Amina Bashir,Biology,Anatomy,43.15,72.05,4,High,55.88,56.6
744,Emeka Okoye,English,Grammar,48.58,97.81,2,Low,84.11,60.06
745,Ngozi Ibrahim,English,Comprehension,80.16,55.31,4,Medium,80.43,64.7
746,Peace Lawal,Chemistry,Inorganic,68.17,87.09,3,High,82.32,72.87
747,David Mohammed,Physics,Optics,45.14,53.6,3,High,73.77,53.65
748,Maryam Olatunji,English,Vocabulary,51.44,100.0,2,Low,90.16,64.97
749,Peace Onyekachi,Chemistry,Physical,65.86,64.82,2,High,65.48,60.41
750,Joseph Okoye,English,Vocabulary,68.09,49.37,3,Medium,78.34,55.71
751,Emeka Danladi,English,Comprehension,42.11,55.09,4,Medium,70.86,60.23
752,Chukwuka Bashir,Chemistry,Inorganic,71.68,47.97,1,Medium,79.86,46.64
753,Chinedu Ibrahim,Physics,Mechanics,77.99,60.93,1,Low,74.06,60.91
754,Emeka Okoye,Chemistry,Physical,49.55,47.04,3,Low,69.16,49.04
755,Amina Onyekachi,Physics,Thermodynamics,46.77,25.52,1,Medium,70.49,41.52
756,David Adebayo,English,Vocabulary,79.4,61.05,2,Medium,70.89,66.54
757,Maryam Ibrahim,Physics,Thermodynamics,42.56,62.17,3,Medium,76.9,54.7
758,Amina Ibrahim,Biology,Ecology,58.88,68.52,3,High,50.12,54.95
759,Amina Okafor,Chemistry,Organic,70.44,53.27,4,High,75.59,64.69
760,Ifeanyi Musa,Chemistry,Physical,60.89,70.56,2,Medium,65.37,56.21
761,Amarachi Sule,Chemistry,Inorganic,72.32,70.35,2,High,69.13,65.29
762,Tunde Okoye,Physics,Thermodynamics,73.58,37.25,1,Medium,86.59,51.06
763,Halima Ahmed,English,Comprehension,70.11,85.96,2,Low,61.28,55.47
764,Nkiru Ahmed,Mathematics,Calculus,61.54,56.24,4,Medium,92.35,55.9
765,Ibrahim Balogun,Physics,Optics,58.33,71.07,1,Medium,62.98,52.79
766,Joseph Ibrahim,Chemistry,Inorganic,68.81,63.01,3,Low,74.07,52.51
767,Ifeoma Olatunji,English,Grammar,46.83,72.82,2,Medium,92.55,57.87
768,Chiamaka Kabiru,Physics,Optics,67.7,78.39,4,Low,62.31,67.69
769,Zainab Sule,Chemistry,Inorganic,67.43,92.48,3,Low,67.67,71.71
770,Amarachi Ibrahim,English,Comprehension,74.3,76.3,1,Low,77.34,57.04
771,Funke Yakubu,Physics,Thermodynamics,79.41,70.11,2,High,55.33,58.57
772,Ngozi Olatunji,Biology,Genetics,62.77,72.65,4,Low,74.43,63.89
773,Nnamdi Onyekachi,Mathematics,Calculus,41.59,70.15,4,Medium,56.82,56.84
774,Ngozi Musa,Physics,Optics,63.87,74.29,1,High,66.36,67.3
775,Blessing Bashir,English,Grammar,77.5,76.75,1,Low,73.7,61.73
776,Joseph Sule,Biology,Genetics,56.52,80.83,2,Medium,91.49,68.28
777,Ifeoma Adesina,Mathematics,Geometry,56.24,73.42,1,Medium,62.07,57.57
778,Samuel Balogun,Mathematics,Algebra,70.41,39.95,1,Low,63.38,42.7
779,Yusuf Bashir,Mathematics,Geometry,61.39,49.86,3,Medium,78.89,55.97
780,David Musa,Biology,Ecology,62.67,56.66,3,Low,85.49,61.4
781,Ngozi Adebayo,English,Grammar,59.2,58.82,1,Medium,79.91,52.1
782,Daniel Balogun,Mathematics,Calculus,63.33,79.09,1,Low,55.91,59.2
783,Ngozi Onyekachi,English,Grammar,65.87,61.83,3,Medium,74.11,58.74
784,David Ibrahim,Biology,Anatomy,44.23,90.42,1,Medium,75.41,60.42
785,Maryam Lawal,Physics,Thermodynamics,76.42,52.68,4,Medium,79.73,60.35
786,Nkiru Bashir,Chemistry,Physical,75.16,36.09,2,Low,74.01,44.46
787,Chukwuka Musa,Chemistry,Organic,70.19,75.05,2,Low,67.92,53.2
788,Chinedu Abdul,English,Comprehension,63.67,54.55,1,Medium,83.42,52.63
789,Nnamdi Danladi,Physics,Optics,30.12,62.38,2,Low,64.61,32.29
790,Zainab Ibrahim,Chemistry,Organic,50.15,69.64,1,Low,88.29,52.25
791,Chiamaka Abdul,Mathematics,Probability,57.72,74.84,1,Low,70.41,48.36
792,Tunde Ahmed,Mathematics,Geometry,51.15,41.72,4,High,71.1,53.32
793,Funke Mohammed,Physics,Mechanics,63.84,61.76,3,Medium,65.54,60.05
794,Chukwuka Sule,Chemistry,Inorganic,49.19,79.64,4,Medium,64.98,55.63
795,Ngozi Onyekachi,English,Grammar,47.4,60.48,3,High,84.75,60.15
796,Amarachi Adesina,Physics,Mechanics,76.74,75.83,3,Low,63.96,58.21
797,Zainab Musa,Biology,Ecology,55.64,87.96,3,Low,63.03,61.5
798,Nnamdi Olatunji,Biology,Ecology,75.72,95.44,4,Medium,70.9,76.54
799,Ngozi Sadiq,English,Grammar,92.38,58.74,2,Medium,59.65,52.88
800,Tunde Ahmed,Physics,Thermodynamics,73.55,39.75,2,Low,71.28,49.87
801,Chukwuka Musa,Mathematics,Algebra,67.22,74.38,1,High,77.22,69.96
802,Joseph Okafor,English,Vocabulary,53.57,57.85,4,Medium,67.27,58.67
803,Emeka Balogun,English,Comprehension,75.8,74.77,4,Medium,86.83,63.31
804,Ibrahim Danladi,Biology,Genetics,85.01,90.85,3,Low,82.36,78.52
805,Musa Kabiru,Mathematics,Probability,45.12,60.13,3,Medium,67.65,54.83
806,Ngozi Lawal,English,Vocabulary,52.4,79.36,2,Medium,88.71,64.31
807,Ibrahim Yakubu,Physics,Mechanics,68.41,53.18,2,Medium,66.53,60.7
808,Esther Danladi,Mathematics,Geometry,74.35,67.41,4,Low,70.82,49.02
809,Yusuf Danladi,Physics,Mechanics,52.15,96.67,2,Medium,62.2,62.92
810,Chiamaka Danladi,Biology,Ecology,77.09,49.18,4,High,76.85,68.1
811,Amina Musa,Chemistry,Organic,65.15,100.0,3,High,58.31,76.09
812,Yusuf Abdul,English,Vocabulary,62.93,79.58,2,Medium,79.41,59.0
813,Abdul Danladi,English,Vocabulary,67.75,40.13,1,Medium,81.03,52.51
814,Abdul Lawal,English,Comprehension,72.66,83.87,3,High,78.68,72.0
815,Funke Sadiq,Biology,Anatomy,54.43,57.32,1,Medium,86.87,60.24
816,Ibrahim Yakubu,Physics,Mechanics,62.14,68.69,1,Medium,65.95,61.51
817,Yusuf Sule,Physics,Mechanics,72.99,97.12,2,Medium,66.22,67.08
818,Ifeoma Adebayo,Physics,Optics,67.78,77.7,3,Medium,72.84,59.71
819,Esther Sule,Biology,Ecology,75.58,78.82,2,Medium,65.84,70.97
820,Joseph Adesina,Mathematics,Geometry,79.04,70.01,1,Low,75.8,60.36
821,Daniel Okoye,Physics,Thermodynamics,54.66,68.45,1,High,53.48,58.84
822,Ibrahim Balogun,Physics,Optics,46.26,90.55,2,Medium,71.7,58.74
823,Abdul Ibrahim,English,Vocabulary,57.47,63.68,1,High,89.19,46.78
824,Nnamdi Sule,Chemistry,Organic,80.32,73.07,2,Medium,62.93,58.08
825,Esther Sadiq,Physics,Mechanics,85.12,53.82,4,Medium,63.47,67.89
826,Chiamaka Abdul,Physics,Thermodynamics,69.06,53.93,3,Low,77.17,47.84
827,Ngozi Olatunji,Biology,Anatomy,78.21,83.92,1,Low,80.32,64.0
828,Abdul Mohammed,Mathematics,Algebra,86.13,68.0,2,Medium,63.18,65.96
829,Ifeanyi Kabiru,Biology,Genetics,90.03,52.78,1,Low,71.39,57.13
830,Chukwuka Ibrahim,English,Grammar,64.35,53.27,1,Low,86.22,61.32
831,Ngozi Mohammed,English,Vocabulary,67.35,54.44,1,High,59.51,56.25
832,Emeka Sule,Biology,Anatomy,78.25,75.13,4,Medium,74.98,65.31
833,Amina Kabiru,Biology,Genetics,51.89,80.52,4,Medium,84.14,55.62
834,Abdul Danladi,English,Vocabulary,84.08,76.61,1,Medium,89.0,61.35
835,Yusuf Sadiq,Physics,Mechanics,48.61,65.77,3,Medium,80.03,64.8
836,Maryam Adesina,Chemistry,Organic,73.47,64.36,1,Medium,64.74,63.71
837,Chiamaka Okafor,English,Vocabulary,53.42,92.43,1,Medium,72.16,69.03
838,Abdul Musa,Physics,Thermodynamics,73.15,65.95,3,Medium,69.81,60.0
839,Sola Mohammed,Biology,Anatomy,70.14,69.16,3,Low,69.06,55.82
840,Maryam Adesina,English,Comprehension,65.94,36.07,3,High,79.58,50.14
841,Abdul Sule,Biology,Anatomy,51.16,42.69,4,Low,57.06,35.94
842,Maryam Bashir,Biology,Ecology,56.49,97.3,3,Medium,69.74,66.99
843,Emeka Ibrahim,Physics,Thermodynamics,69.81,69.97,1,Medium,74.23,53.59
844,David Okoye,Mathematics,Geometry,82.41,95.11,4,Medium,58.17,67.86
845,Chiamaka Bashir,English,Vocabulary,61.64,53.53,1,Low,80.06,44.42
846,Amarachi Musa,Mathematics,Algebra,90.98,85.86,2,Medium,77.13,77.76
847,Peace Adesina,Mathematics,Algebra,78.27,59.54,3,Low,66.84,56.26
848,Tunde Ibrahim,Mathematics,Probability,75.34,70.09,4,Medium,59.23,59.5
849,Musa Onyekachi,English,Grammar,64.11,66.87,2,Medium,94.73,54.57
850,David Okafor,Physics,Thermodynamics,71.07,90.34,3,Low,97.71,65.56
851,Chiamaka Ibrahim,English,Vocabulary,70.9,76.55,2,Medium,76.95,63.28
852,Ngozi Balogun,Chemistry,Organic,70.23,30.02,1,High,81.82,52.48
853,Tunde Ahmed,Biology,Ecology,62.33,98.7,4,Medium,68.25,67.53
854,Emeka Kabiru,Mathematics,Algebra,88.9,55.52,1,Medium,69.5,59.52
855,Nnamdi Bashir,English,Comprehension,75.09,71.12,3,High,62.07,63.01
856,Yusuf Lawal,English,Grammar,57.71,66.84,4,High,79.26,65.35
857,Daniel Okafor,Chemistry,Organic,43.69,83.96,4,Medium,77.53,67.85
858,Maryam Abdullahi,English,Comprehension,70.33,84.52,3,High,79.67,77.64
859,Chiamaka Kabiru,Chemistry,Physical,71.27,66.53,3,Medium,97.72,69.94
860,Amarachi Ibrahim,English,Comprehension,71.88,48.86,2,Medium,62.12,55.0
861,Amarachi Yakubu,Biology,Anatomy,66.75,58.79,1,Medium,76.41,63.57
862,Yusuf Abdullahi,Biology,Anatomy,73.34,50.88,2,Medium,73.88,52.32
863,Zainab Olatunji,Biology,Ecology,60.35,61.8,1,Medium,70.22,47.4
864,Yusuf Lawal,Chemistry,Organic,63.47,59.59,4,Medium,45.71,65.04
865,Chibuzo Olatunji,Mathematics,Geometry,78.07,62.36,4,Medium,75.19,58.55
866,Emeka Abdul,Chemistry,Organic,85.35,96.46,2,Medium,76.57,79.15
867,Emeka Lawal,Physics,Optics,67.1,47.95,2,Low,70.88,48.81
868,Chibuzo Lawal,English,Comprehension,59.55,64.72,2,Medium,74.09,55.99
869,Sola Abdullahi,Biology,Anatomy,65.63,52.09,1,Medium,67.83,45.57
870,Maryam Balogun,Biology,Ecology,76.73,36.42,3,Medium,86.54,63.36
871,Chukwuka Abdul,Chemistry,Inorganic,61.37,28.95,2,High,71.39,48.48
872,Ifeanyi Kabiru,Chemistry,Inorganic,52.87,60.27,2,Medium,90.3,58.81
873,Ibrahim Balogun,English,Comprehension,53.91,44.04,4,High,71.73,53.08
874,Amina Kabiru,Chemistry,Inorganic,70.95,59.97,2,Medium,80.11,68.97
875,Sola Kabiru,Biology,Ecology,74.79,67.28,1,Low,73.17,53.31
876,Emeka Ibrahim,English,Grammar,79.17,58.59,3,Medium,75.45,62.4
877,Nkiru Ahmed,Physics,Thermodynamics,58.98,47.41,3,Low,78.23,47.85
878,Esther Ibrahim,Chemistry,Inorganic,71.0,60.0,2,Medium,87.21,56.0
879,Emeka Adesina,Chemistry,Inorganic,85.54,41.79,4,Low,79.35,58.48
880,Blessing Abdul,Physics,Thermodynamics,55.45,74.37,2,High,87.8,52.03
881,Nnamdi Ahmed,Physics,Thermodynamics,71.03,30.6,4,High,65.34,62.44
882,Emeka Mohammed,Physics,Optics,58.02,50.39,1,Low,73.02,55.32
883,Esther Mohammed,English,Vocabulary,43.02,52.23,3,Medium,89.97,60.86
884,Ngozi Ahmed,English,Vocabulary,63.76,49.41,1,Medium,95.96,62.82
885,Ifeoma Okoye,Mathematics,Geometry,73.15,55.81,3,Medium,74.51,58.56
886,Joseph Adebayo,Biology,Anatomy,68.97,89.77,3,Low,83.79,59.3
887,Funke Bashir,English,Comprehension,81.52,72.7,3,Low,81.87,70.38
888,Sola Danladi,English,Grammar,51.66,67.46,2,High,69.69,49.35
889,Ngozi Danladi,Chemistry,Physical,69.16,100.0,4,Medium,56.6,70.08
890,David Abdullahi,Biology,Anatomy,72.69,69.85,3,Medium,73.87,56.85
891,Amarachi Mohammed,Physics,Thermodynamics,67.79,56.65,3,Medium,53.1,60.77
892,Peace Abdul,Biology,Genetics,76.5,68.77,1,Low,77.29,62.05
893,Zainab Olatunji,Chemistry,Physical,67.69,81.56,3,Medium,72.03,71.64
894,Peace Musa,Biology,Ecology,68.85,70.91,4,Medium,62.3,63.71
895,Amarachi Danladi,English,Vocabulary,55.02,58.43,4,Medium,66.85,49.73
896,Blessing Okafor,Physics,Thermodynamics,90.5,87.97,2,Medium,94.2,69.56
897,Amarachi Abdullahi,Physics,Mechanics,65.86,48.6,4,Low,68.04,45.95
898,Tunde Sadiq,English,Grammar,79.88,62.06,1,Medium,85.68,64.95
899,Musa Abdullahi,Mathematics,Calculus,92.64,45.81,2,Low,87.59,63.41
900,Ifeanyi Ibrahim,Chemistry,Organic,53.32,83.11,2,Medium,78.36,59.55
901,David Musa,Physics,Mechanics,55.11,57.21,2,Low,95.5,51.02
902,Ngozi Danladi,Chemistry,Inorganic,74.39,56.14,4,High,67.2,68.65
903,Maryam Ahmed,English,Comprehension,48.81,61.77,2,High,75.34,56.03
904,Ifeoma Bashir,Physics,Thermodynamics,62.85,73.94,4,Medium,81.93,68.0
905,Joseph Abdul,Biology,Anatomy,53.17,63.74,3,High,86.95,65.09
906,Esther Bashir,Physics,Mechanics,48.53,73.27,4,Medium,55.22,56.06
907,Halima Ahmed,Physics,Optics,87.77,53.78,1,Low,66.66,57.78
908,Chibuzo Mohammed,Chemistry,Inorganic,46.49,58.51,4,Medium,80.96,51.47
909,Ifeoma Sadiq,Biology,Ecology,62.17,79.16,1,Medium,79.22,62.12
910,Chiamaka Onyekachi,English,Grammar,60.93,73.55,1,Medium,73.76,60.2
911,Emeka Adesina,English,Comprehension,59.04,65.26,4,Low,65.1,52.88
912,Ifeoma Musa,Biology,Ecology,55.27,51.29,2,Low,77.59,47.67
913,Halima Musa,Physics,Thermodynamics,74.39,61.53,3,Low,79.08,59.89
914,Nnamdi Bashir,Chemistry,Inorganic,70.34,55.62,2,High,76.49,62.08
915,Blessing Mohammed,Chemistry,Organic,65.09,36.7,4,Medium,76.6,64.09
916,Yusuf Ibrahim,Biology,Genetics,60.68,57.08,3,Low,78.73,53.2
917,Amina Bashir,Mathematics,Geometry,79.31,49.13,1,Low,82.31,55.33
918,Ibrahim Yakubu,Mathematics,Geometry,63.29,73.08,1,Low,85.29,59.57
919,Esther Sule,Chemistry,Inorganic,51.28,80.3,3,Medium,74.35,60.49
920,Esther Danladi,Biology,Anatomy,65.88,65.75,1,Medium,86.92,58.61
921,Chibuzo Mohammed,Mathematics,Calculus,51.57,62.1,4,Low,76.79,57.77
922,Esther Okoye,Physics,Optics,72.24,55.24,4,High,99.85,68.55
923,Sola Lawal,Biology,Ecology,80.3,65.72,2,Medium,80.33,68.05
924,Amina Sule,Biology,Anatomy,79.62,83.86,1,Medium,83.72,66.53
925,Emeka Sadiq,Biology,Anatomy,58.14,72.99,3,High,84.33,63.37
926,Blessing Musa,Mathematics,Algebra,77.78,89.79,3,Medium,65.84,65.46
927,Ngozi Sule,Chemistry,Organic,63.32,72.61,2,High,69.75,69.0
928,Zainab Musa,Biology,Ecology,70.09,68.59,1,Low,60.64,45.62
929,Yusuf Abdul,Mathematics,Probability,68.37,36.01,2,Low,85.13,46.29
930,Amina Abdul,Biology,Anatomy,100.0,100.0,2,Medium,73.19,78.45
931,Tunde Lawal,Physics,Optics,76.95,93.55,1,Medium,58.62,57.51
932,Samuel Musa,Mathematics,Algebra,57.54,76.74,3,Medium,79.97,67.13
933,Ifeoma Bashir,Mathematics,Geometry,50.6,33.26,4,Low,83.58,39.55
934,Maryam Musa,Chemistry,Inorganic,40.78,70.18,2,Low,82.93,48.12
935,Abdul Danladi,Physics,Optics,59.51,65.61,1,Medium,71.29,47.99
936,David Bashir,Chemistry,Physical,56.42,75.82,4,Low,78.22,58.25
937,Blessing Bashir,Chemistry,Inorganic,53.06,65.28,4,Low,53.23,50.38
938,Chibuzo Ibrahim,English,Grammar,82.15,45.89,1,Medium,69.14,56.93
939,David Onyekachi,Chemistry,Physical,80.03,61.28,3,Medium,68.08,52.26
940,Emeka Musa,English,Comprehension,66.24,98.63,2,High,77.77,72.02
941,Peace Danladi,English,Grammar,68.86,67.83,3,Medium,66.87,64.65
942,Ngozi Bashir,Biology,Genetics,67.71,68.26,4,Medium,65.25,68.1
943,Ibrahim Ibrahim,Chemistry,Inorganic,72.98,59.71,4,Medium,85.02,61.07
944,Sola Adebayo,English,Vocabulary,55.62,56.6,1,Low,57.29,46.12
945,Amarachi Mohammed,Physics,Mechanics,43.03,49.57,2,Low,54.24,38.49
946,Emeka Adebayo,Mathematics,Probability,63.2,63.1,4,Medium,64.57,52.71
947,Ifeoma Abdul,Chemistry,Organic,70.57,59.74,3,Low,78.16,50.89
948,Ifeoma Abdullahi,Mathematics,Geometry,67.17,87.55,4,High,80.86,70.48
949,Chibuzo Abdullahi,Biology,Anatomy,68.09,64.39,1,Medium,75.08,55.88
950,Nnamdi Adesina,Chemistry,Physical,63.03,71.18,1,High,65.07,54.44
951,Yusuf Kabiru,Mathematics,Algebra,48.34,44.0,3,Low,62.83,42.42
952,Emeka Kabiru,Mathematics,Algebra,54.29,75.7,2,Medium,75.35,48.46
953,Emeka Sule,English,Vocabulary,72.86,80.16,2,Medium,65.06,65.77
954,Amarachi Okoye,English,Vocabulary,54.72,69.47,4,Medium,62.36,48.65
955,Emeka Musa,English,Comprehension,60.41,66.14,4,Medium,71.02,53.7
956,Halima Adebayo,Physics,Mechanics,60.2,72.04,4,Medium,74.55,62.77
957,Ngozi Okoye,English,Vocabulary,56.96,85.58,4,High,63.24,68.69
958,Chukwuka Olatunji,English,Comprehension,79.18,75.21,3,Medium,72.97,64.12
959,Joseph Adesina,Chemistry,Physical,77.43,46.66,2,Medium,65.3,53.03
960,Emeka Ibrahim,English,Vocabulary,79.85,73.7,3,Medium,65.32,63.81
961,David Yakubu,Biology,Genetics,57.63,57.35,1,High,84.79,49.85
962,Peace Okafor,English,Grammar,84.31,80.42,3,Low,85.91,64.49
963,Zainab Sule,Chemistry,Organic,63.2,46.5,3,High,69.75,58.34
964,Musa Bashir,English,Vocabulary,80.55,51.39,2,Low,71.34,52.53
965,David Danladi,Physics,Mechanics,48.25,76.87,3,Medium,67.76,56.22
966,Daniel Lawal,Physics,Optics,59.58,56.16,3,Low,74.93,49.38
967,Abdul Abdul,Physics,Thermodynamics,60.54,57.07,1,Medium,78.2,61.78
968,Chiamaka Sadiq,Physics,Optics,66.68,82.94,1,Medium,61.1,61.34
969,Ngozi Balogun,English,Comprehension,51.83,45.85,1,Medium,67.61,51.9
